Level 1 (map); unique palletes used: 14; unique colors used: 121
LEVEL PALETTES: 0,1,2,3,5,6,7,8,9,A,B,C,E,F
LEVEL COLORS: 000,035,040,046,050,060,064,086,090,0A7,0C9,0E0,110,111,146,257,340,345,368,430,431,433,435,440,450,455,456,479,533,540,544,554,556,560,566,567,58A,600,640,641,644,650,653,665,666,670,678,747,750,753,754,763,776,777,778,780,789,7EC,842,853,857,864,868,874,887,889,899,89C,900,940,974,975,985,986,990,998,A53,A64,A74,A75,A8A,A96,A97,AA0,AAA,ABC,AFD,B5A,B75,B87,BA7,C64,C75,C84,C85,C86,C95,CA8,CAC,CB8,CC0,CCA,D86,DA6,DB8,DE0,E70,E98,EA7,EC7,ED8,EEA,EEF,EF0,F85,FB9,FC4,FC8,FF9,FFA,FFF

Level 2 (map); unique palletes used: 14; unique colors used: 110
LEVEL PALETTES: 0,1,2,3,5,6,7,9,A,B,C,D,E,F
LEVEL COLORS: 000,035,040,046,050,060,064,086,090,0A7,0C9,0E0,110,111,146,257,340,345,368,430,431,433,440,450,455,456,479,533,540,544,554,556,560,566,567,58A,600,641,644,650,653,665,666,670,678,747,750,753,754,763,776,777,778,780,789,7EC,842,864,868,874,887,889,899,89C,900,940,974,975,985,986,990,998,A53,A74,A75,A8A,A96,A97,AA0,AAA,ABC,AFD,B87,BA7,C64,C84,C85,C86,C95,CA8,CAC,CB8,CC0,CCA,DA6,DB8,DE0,E70,EA7,EC7,ED8,EEA,EEF,EF0,F85,FC4,FC8,FF9,FFA,FFF

Level 3 (map); unique palletes used: 13; unique colors used: 109
LEVEL PALETTES: 1,2,3,5,6,7,8,9,A,C,D,E,F
LEVEL COLORS: 000,040,046,050,060,064,086,090,0A7,0C9,0E0,110,111,340,345,430,431,433,435,440,450,455,456,533,540,544,554,556,560,567,600,640,641,644,650,653,666,670,678,700,747,750,753,754,763,777,778,780,789,7EC,842,853,857,864,868,874,889,89C,900,940,974,975,985,986,990,998,A53,A64,A74,A8A,A96,A97,AA0,AAA,AFD,B5A,B75,B87,BA7,C64,C70,C75,C84,C85,C95,CA8,CAC,CB8,CC0,CCA,D86,D90,DA6,DB8,DD0,DE0,E70,E98,EC7,ED8,EEA,EEF,EF0,F85,FB9,FC4,FF9,FFA,FFF

Level 4 (map); unique palletes used: 14; unique colors used: 100
LEVEL PALETTES: 1,2,4,5,6,7,8,9,A,B,C,D,E,F
LEVEL COLORS: 000,035,040,046,050,064,086,0A7,0C9,110,111,146,257,340,345,430,431,433,435,440,450,456,520,533,540,560,566,567,640,641,650,665,666,670,678,700,730,750,753,763,776,780,789,7EC,842,853,857,864,874,887,899,89C,900,940,974,985,986,990,998,A53,A64,A74,A75,A96,A97,AA0,AAA,AFD,B50,B5A,B75,B87,BA7,C64,C70,C75,C84,C85,C86,CB8,CC0,CCA,D60,D86,D90,DA6,DB8,DD0,DE0,E70,E98,EA7,EC7,EEF,EF0,F80,FB9,FC8,FF9,FFA

Level 5 (map); unique palletes used: 16; unique colors used: 99
LEVEL PALETTES: 0,1,2,3,4,5,6,7,8,9,A,B,C,D,E,F
LEVEL COLORS: 000,035,040,046,110,111,340,345,430,433,435,440,450,455,456,520,533,540,544,554,556,560,566,567,600,640,641,644,650,665,666,670,678,730,747,750,753,754,763,776,778,789,842,853,864,868,874,887,889,899,89C,900,940,974,975,985,986,990,998,A53,A64,A74,A75,A8A,A96,A97,AAA,B50,B75,B87,BA7,C64,C75,C84,C85,C86,C95,CA8,CAC,CB8,CCA,D60,D86,DA6,DB8,DD0,E70,E98,EA7,EC7,EEA,EEF,F80,F85,FB9,FC4,FC8,FF9,FFA

Level 6 (map); unique palletes used: 12; unique colors used: 101
LEVEL PALETTES: 1,3,4,6,7,8,9,A,B,C,E,F
LEVEL COLORS: 000,035,040,046,050,060,064,086,090,0A7,0C9,0E0,110,111,146,257,340,345,430,433,435,440,456,520,540,554,560,566,567,640,641,644,650,665,666,678,700,730,747,750,753,754,763,776,777,789,7EC,842,853,864,868,874,887,89C,900,940,974,975,985,986,998,A53,A64,A74,A75,A8A,A96,A97,AAA,ABC,AFD,B50,B87,BA7,C64,C70,C75,C85,C86,C95,CA8,CAC,CB8,CCA,D60,D86,D90,DA6,DB8,DD0,E70,E98,EA7,EC7,ED8,F80,F85,FB9,FC8,FFA,FFF

Level 7 (map); unique palletes used: 14; unique colors used: 107
LEVEL PALETTES: 1,2,3,5,6,7,8,9,A,B,C,D,E,F
LEVEL COLORS: 000,035,046,060,090,0E0,110,111,146,257,340,345,368,430,431,433,435,450,455,456,479,533,540,544,556,560,566,567,58A,600,640,641,644,650,653,665,666,670,678,700,747,750,753,754,763,776,777,778,780,789,842,857,864,868,874,887,889,899,89C,900,940,974,975,985,986,990,998,A53,A74,A75,A8A,A96,A97,AAA,ABC,B5A,B75,B87,BA7,C64,C70,C84,C85,C86,C95,CA8,CAC,CB8,CC0,CCA,DA6,DB8,DD0,DE0,E70,EA7,EC7,ED8,EEA,EEF,EF0,F85,FC4,FC8,FF9,FFA,FFF

Level 8 (map); unique palletes used: 13; unique colors used: 98
LEVEL PALETTES: 1,4,5,6,7,8,9,A,B,C,D,E,F
LEVEL COLORS: 000,035,040,046,050,064,086,0A7,0C9,110,111,146,257,340,368,431,433,435,450,455,479,520,533,540,554,560,566,567,58A,600,640,641,650,665,666,670,678,700,730,750,753,754,763,776,780,789,7EC,842,853,857,864,874,887,899,89C,900,940,974,985,986,990,998,A53,A64,A74,A75,A96,A97,AA0,AAA,ABC,AFD,B50,B5A,B75,B87,BA7,C64,C75,C85,C86,CB8,CC0,CCA,D86,DA6,DB8,DE0,E70,E98,EA7,EC7,EF0,F85,FB9,FC8,FF9,FFA

TILES:
Row 1: 
  000    TILE 0x0210; PAL: F;     ; Colors: 4 - 111,431,533,641
  011    TILE 0x016B; PAL: 9;     ; Colors: 11 - 000,430,540,650,763,874,900,BA7,C70,D90,DD0
  012    TILE 0x0168; PAL: 9;     ; Colors: 9 - 000,430,540,650,985,A96,BA7,D90,DD0
  013    TILE 0x0169; PAL: 9;     ; Colors: 11 - 430,540,650,763,874,900,BA7,C70,CB8,D90,DD0
  014    TILE 0x016A; PAL: 9;     ; Colors: 10 - 430,540,650,900,985,BA7,C70,CB8,D90,DD0
  015    TILE 0x016B; PAL: 9;     ; Colors: 11 - 000,430,540,650,763,874,900,BA7,C70,D90,DD0
  016    TILE 0x01E8; PAL: A;     ; Colors: 6 - 000,560,670,CC0,DE0,EF0
  017    TILE 0x01E9; PAL: A;     ; Colors: 6 - 000,560,670,780,CC0,DE0
  018    TILE 0x0170; PAL: 9;     ; Colors: 8 - 000,430,540,650,763,874,985,DD0
  019    TILE 0x0173; PAL: 9;     ; Colors: 6 - 000,430,540,650,D90,DD0
  020    TILE 0x0170; PAL: 9;     ; Colors: 8 - 000,430,540,650,763,874,985,DD0
  021    TILE 0x0171; PAL: 9;     ; Colors: 8 - 430,540,650,900,BA7,C70,D90,DD0
  022    TILE 0x0172; PAL: 9;     ; Colors: 9 - 430,540,650,900,985,A96,C70,D90,DD0
  023    TILE 0x0173; PAL: 9;     ; Colors: 6 - 000,430,540,650,D90,DD0
  024    TILE 0x0170; PAL: 9;     ; Colors: 8 - 000,430,540,650,763,874,985,DD0
  025    TILE 0x0171; PAL: 9;     ; Colors: 8 - 430,540,650,900,BA7,C70,D90,DD0
  026    TILE 0x0172; PAL: 9;     ; Colors: 9 - 430,540,650,900,985,A96,C70,D90,DD0
  027    TILE 0x0173; PAL: 9;     ; Colors: 6 - 000,430,540,650,D90,DD0
  028    TILE 0x0170; PAL: 9;     ; Colors: 8 - 000,430,540,650,763,874,985,DD0
  029    TILE 0x0171; PAL: 9;     ; Colors: 8 - 430,540,650,900,BA7,C70,D90,DD0
  030    TILE 0x0172; PAL: 9;     ; Colors: 9 - 430,540,650,900,985,A96,C70,D90,DD0
  031    TILE 0x0173; PAL: 9;     ; Colors: 6 - 000,430,540,650,D90,DD0
  032    TILE 0x0106; PAL: 7;     ; Colors: 7 - 000,064,086,0A7,0C9,7EC,AFD
  033    TILE 0x0107; PAL: 7;     ; Colors: 7 - 000,064,086,0A7,0C9,7EC,AFD
  034    TILE 0x0160; PAL: 9;     ; Colors: 7 - 000,430,540,650,985,A96,DD0
  035    TILE 0x0163; PAL: 9;     ; Colors: 9 - 000,430,540,650,985,BA7,CB8,D90,DD0
  036    TILE 0x0160; PAL: 9;     ; Colors: 7 - 000,430,540,650,985,A96,DD0
  037    TILE 0x0161; PAL: 9;     ; Colors: 10 - 430,540,650,763,874,900,985,C70,D90,DD0
  038    TILE 0x0162; PAL: 9;     ; Colors: 9 - 430,540,650,900,985,A96,C70,D90,DD0
  039    TILE 0x0163; PAL: 9;     ; Colors: 9 - 000,430,540,650,985,BA7,CB8,D90,DD0
  040    TILE 0x0160; PAL: 9;     ; Colors: 7 - 000,430,540,650,985,A96,DD0
  041    TILE 0x0161; PAL: 9;     ; Colors: 10 - 430,540,650,763,874,900,985,C70,D90,DD0
  042    TILE 0x0162; PAL: 9;     ; Colors: 9 - 430,540,650,900,985,A96,C70,D90,DD0
  043    TILE 0x0163; PAL: 9;     ; Colors: 9 - 000,430,540,650,985,BA7,CB8,D90,DD0
  044    TILE 0x0160; PAL: 9;     ; Colors: 7 - 000,430,540,650,985,A96,DD0
  045    TILE 0x0161; PAL: 9;     ; Colors: 10 - 430,540,650,763,874,900,985,C70,D90,DD0
  046    TILE 0x0162; PAL: 9;     ; Colors: 9 - 430,540,650,900,985,A96,C70,D90,DD0
  047    TILE 0x0163; PAL: 9;     ; Colors: 9 - 000,430,540,650,985,BA7,CB8,D90,DD0
  048    TILE 0x010E; PAL: 7;     ; Colors: 5 - 086,0A7,0C9,7EC,AFD
  049    TILE 0x010F; PAL: 7;     ; Colors: 6 - 064,086,0A7,0C9,7EC,AFD
  050    TILE 0x0168; PAL: 9;     ; Colors: 9 - 000,430,540,650,985,A96,BA7,D90,DD0
  051    TILE 0x016B; PAL: 9;     ; Colors: 11 - 000,430,540,650,763,874,900,BA7,C70,D90,DD0
  052    TILE 0x0168; PAL: 9;     ; Colors: 9 - 000,430,540,650,985,A96,BA7,D90,DD0
  053    TILE 0x0169; PAL: 9;     ; Colors: 11 - 430,540,650,763,874,900,BA7,C70,CB8,D90,DD0
  054    TILE 0x016A; PAL: 9;     ; Colors: 10 - 430,540,650,900,985,BA7,C70,CB8,D90,DD0
  055    TILE 0x016B; PAL: 9;     ; Colors: 11 - 000,430,540,650,763,874,900,BA7,C70,D90,DD0
  056    TILE 0x0168; PAL: 9;     ; Colors: 9 - 000,430,540,650,985,A96,BA7,D90,DD0
  057    TILE 0x0169; PAL: 9;     ; Colors: 11 - 430,540,650,763,874,900,BA7,C70,CB8,D90,DD0
  058    TILE 0x016A; PAL: 9;     ; Colors: 10 - 430,540,650,900,985,BA7,C70,CB8,D90,DD0
  059    TILE 0x016B; PAL: 9;     ; Colors: 11 - 000,430,540,650,763,874,900,BA7,C70,D90,DD0
  060    TILE 0x017C; PAL: 9;     ; Colors: 10 - 000,430,540,650,763,874,985,BA7,D90,DD0
  061    TILE 0x017D; PAL: 9;     ; Colors: 8 - 000,430,540,650,900,C70,D90,DD0
  062    TILE 0x007E; PAL: F;     ; Colors: 5 - 111,431,533,641,753
  063    TILE 0x017F; PAL: 9;     ; Colors: 7 - 000,430,540,650,763,874,DD0
  064    TILE 0x0116; PAL: 7;     ; Colors: 6 - 064,086,0A7,0C9,7EC,AFD
  065    TILE 0x0117; PAL: 7;     ; Colors: 4 - 064,086,0A7,0C9
  066    TILE 0x0170; PAL: 9;     ; Colors: 8 - 000,430,540,650,763,874,985,DD0
  067    TILE 0x0173; PAL: 9;     ; Colors: 6 - 000,430,540,650,D90,DD0
  068    TILE 0x0170; PAL: 9;     ; Colors: 8 - 000,430,540,650,763,874,985,DD0
  069    TILE 0x0171; PAL: 9;     ; Colors: 8 - 430,540,650,900,BA7,C70,D90,DD0
  070    TILE 0x0172; PAL: 9;     ; Colors: 9 - 430,540,650,900,985,A96,C70,D90,DD0
  071    TILE 0x0173; PAL: 9;     ; Colors: 6 - 000,430,540,650,D90,DD0
  072    TILE 0x0170; PAL: 9;     ; Colors: 8 - 000,430,540,650,763,874,985,DD0
  073    TILE 0x0171; PAL: 9;     ; Colors: 8 - 430,540,650,900,BA7,C70,D90,DD0
  074    TILE 0x0172; PAL: 9;     ; Colors: 9 - 430,540,650,900,985,A96,C70,D90,DD0
  075    TILE 0x0173; PAL: 9;     ; Colors: 6 - 000,430,540,650,D90,DD0
  076    TILE 0x011A; PAL: F;     ; Colors: 1 - 111
  077    TILE 0x011A; PAL: F;     ; Colors: 1 - 111
  078    TILE 0x011A; PAL: F;     ; Colors: 1 - 111
  079    TILE 0x011A; PAL: F;     ; Colors: 1 - 111
  080    TILE 0x011E; PAL: 7;     ; Colors: 2 - 064,086
  081    TILE 0x011F; PAL: 7;     ; Colors: 2 - 064,086
  082    TILE 0x0160; PAL: 9;     ; Colors: 7 - 000,430,540,650,985,A96,DD0
  083    TILE 0x0163; PAL: 9;     ; Colors: 9 - 000,430,540,650,985,BA7,CB8,D90,DD0
  084    TILE 0x0160; PAL: 9;     ; Colors: 7 - 000,430,540,650,985,A96,DD0
  085    TILE 0x0161; PAL: 9;     ; Colors: 10 - 430,540,650,763,874,900,985,C70,D90,DD0
  086    TILE 0x0162; PAL: 9;     ; Colors: 9 - 430,540,650,900,985,A96,C70,D90,DD0
  087    TILE 0x0163; PAL: 9;     ; Colors: 9 - 000,430,540,650,985,BA7,CB8,D90,DD0
  088    TILE 0x0160; PAL: 9;     ; Colors: 7 - 000,430,540,650,985,A96,DD0
  089    TILE 0x0161; PAL: 9;     ; Colors: 10 - 430,540,650,763,874,900,985,C70,D90,DD0
  090    TILE 0x0162; PAL: 9;     ; Colors: 9 - 430,540,650,900,985,A96,C70,D90,DD0
  091    TILE 0x0163; PAL: 9;     ; Colors: 9 - 000,430,540,650,985,BA7,CB8,D90,DD0
  092    TILE 0x0280; PAL: 1;     ; Colors: 2 - 433,842
  093    TILE 0x0281; PAL: 1;     ; Colors: 3 - 433,842,A53
  094    TILE 0x0282; PAL: 1;     ; Colors: 3 - 433,842,A53
  095    TILE 0x0283; PAL: 1;     ; Colors: 4 - 433,842,A53,C64
  096    TILE 0x012E; PAL: 6;     ; Colors: 5 - 345,456,567,678,789
  097    TILE 0x012F; PAL: 6;     ; Colors: 5 - 345,456,567,678,789
  098    TILE 0x0168; PAL: 9;     ; Colors: 9 - 000,430,540,650,985,A96,BA7,D90,DD0
  099    TILE 0x016B; PAL: 9;     ; Colors: 11 - 000,430,540,650,763,874,900,BA7,C70,D90,DD0
  100    TILE 0x0168; PAL: 9;     ; Colors: 9 - 000,430,540,650,985,A96,BA7,D90,DD0
  101    TILE 0x0169; PAL: 9;     ; Colors: 11 - 430,540,650,763,874,900,BA7,C70,CB8,D90,DD0
  102    TILE 0x016A; PAL: 9;     ; Colors: 10 - 430,540,650,900,985,BA7,C70,CB8,D90,DD0
  103    TILE 0x016B; PAL: 9;     ; Colors: 11 - 000,430,540,650,763,874,900,BA7,C70,D90,DD0
  104    TILE 0x0168; PAL: 9;     ; Colors: 9 - 000,430,540,650,985,A96,BA7,D90,DD0
  105    TILE 0x0169; PAL: 9;     ; Colors: 11 - 430,540,650,763,874,900,BA7,C70,CB8,D90,DD0
  106    TILE 0x016A; PAL: 9;     ; Colors: 10 - 430,540,650,900,985,BA7,C70,CB8,D90,DD0
  107    TILE 0x016B; PAL: 9;     ; Colors: 11 - 000,430,540,650,763,874,900,BA7,C70,D90,DD0
  108    TILE 0x0288; PAL: 1;     ; Colors: 4 - 433,842,A53,C64
  109    TILE 0x0289; PAL: 1;     ; Colors: 4 - 433,842,A53,C64
  110    TILE 0x028A; PAL: 1;     ; Colors: 5 - 433,842,A53,C64,F85
  111    TILE 0x028B; PAL: 1;     ; Colors: 7 - 111,433,842,A53,B87,C64,F85
  112    TILE 0x0136; PAL: 6;     ; Colors: 5 - 345,456,567,678,789
  113    TILE 0x0137; PAL: 6;     ; Colors: 5 - 345,456,567,678,789
  114    TILE 0x0170; PAL: 9;     ; Colors: 8 - 000,430,540,650,763,874,985,DD0
  115    TILE 0x0173; PAL: 9;     ; Colors: 6 - 000,430,540,650,D90,DD0
  116    TILE 0x0170; PAL: 9;     ; Colors: 8 - 000,430,540,650,763,874,985,DD0
  117    TILE 0x0171; PAL: 9;     ; Colors: 8 - 430,540,650,900,BA7,C70,D90,DD0
  118    TILE 0x0172; PAL: 9;     ; Colors: 9 - 430,540,650,900,985,A96,C70,D90,DD0
  119    TILE 0x0173; PAL: 9;     ; Colors: 6 - 000,430,540,650,D90,DD0
  120    TILE 0x0170; PAL: 9;     ; Colors: 8 - 000,430,540,650,763,874,985,DD0
  121    TILE 0x0171; PAL: 9;     ; Colors: 8 - 430,540,650,900,BA7,C70,D90,DD0
  122    TILE 0x0172; PAL: 9;     ; Colors: 9 - 430,540,650,900,985,A96,C70,D90,DD0
  123    TILE 0x0173; PAL: 9;     ; Colors: 6 - 000,430,540,650,D90,DD0
  124    TILE 0x0290; PAL: 1;     ; Colors: 4 - 433,842,A53,C64
  125    TILE 0x0291; PAL: 1;     ; Colors: 4 - 433,842,A53,C64
  126    TILE 0x0292; PAL: 1;     ; Colors: 8 - 111,433,644,842,974,A53,C64,F85
  127    TILE 0x0293; PAL: 1;     ; Colors: 11 - 111,433,644,754,842,974,A53,B87,C64,DB8,F85

Row 39: 
  000    TILE 0x011A; PAL: F;     ; Colors: 1 - 111
  001    TILE 0x011A; PAL: F;     ; Colors: 1 - 111
  002    TILE 0x011A; PAL: F;     ; Colors: 1 - 111
  003    TILE 0x011A; PAL: F;     ; Colors: 1 - 111
  004    TILE 0x011A; PAL: F; (FL); Colors: 1 - 111
  005    TILE 0x011A; PAL: F; (FL); Colors: 1 - 111
  006    TILE 0x011A; PAL: F; (FL); Colors: 1 - 111
  007    TILE 0x011A; PAL: F;     ; Colors: 1 - 111
  008    TILE 0x011A; PAL: F;     ; Colors: 1 - 111
  009    TILE 0x011A; PAL: F;     ; Colors: 1 - 111
  010    TILE 0x0151; PAL: F;     ; Colors: 8 - 110,111,864,A74,C85,DA6,EC7,FF9
  011    TILE 0x01E9; PAL: A;     ; Colors: 6 - 000,560,670,780,CC0,DE0
  012    TILE 0x01B0; PAL: A;     ; Colors: 6 - 000,560,670,CC0,DE0,EF0
  013    TILE 0x011A; PAL: F;     ; Colors: 1 - 111
  014    TILE 0x011A; PAL: F;     ; Colors: 1 - 111
  015    TILE 0x01E2; PAL: A;     ; Colors: 5 - 000,560,CC0,DE0,EF0
  016    TILE 0x011A; PAL: F;     ; Colors: 1 - 111
  017    TILE 0x011A; PAL: F;     ; Colors: 1 - 111
  018    TILE 0x011A; PAL: F;     ; Colors: 1 - 111
  019    TILE 0x011A; PAL: F;     ; Colors: 1 - 111
  020    TILE 0x011A; PAL: F; (FL); Colors: 1 - 111
  021    TILE 0x011A; PAL: F; (FL); Colors: 1 - 111
  022    TILE 0x011A; PAL: F; (FL); Colors: 1 - 111
  023    TILE 0x011A; PAL: F; (FL); Colors: 1 - 111
  024    TILE 0x011A; PAL: F;     ; Colors: 1 - 111
  025    TILE 0x011A; PAL: F;     ; Colors: 1 - 111
  026    TILE 0x01E2; PAL: A;     ; Colors: 5 - 000,560,CC0,DE0,EF0
  027    TILE 0x01E3; PAL: A;     ; Colors: 6 - 000,560,670,780,CC0,DE0
  028    TILE 0x01A0; PAL: A;     ; Colors: 6 - 000,560,670,CC0,DE0,EF0
  029    TILE 0x011A; PAL: F;     ; Colors: 1 - 111
  030    TILE 0x011A; PAL: F;     ; Colors: 1 - 111
  031    TILE 0x01E8; PAL: A;     ; Colors: 6 - 000,560,670,CC0,DE0,EF0
  032    TILE 0x011A; PAL: F;     ; Colors: 1 - 111
  033    TILE 0x011A; PAL: F;     ; Colors: 1 - 111
  034    TILE 0x011A; PAL: F;     ; Colors: 1 - 111
  035    TILE 0x011A; PAL: F;     ; Colors: 1 - 111
  036    TILE 0x011A; PAL: F; (FL); Colors: 1 - 111
  037    TILE 0x011A; PAL: F; (FL); Colors: 1 - 111
  038    TILE 0x011A; PAL: F; (FL); Colors: 1 - 111
  039    TILE 0x011A; PAL: F; (FL); Colors: 1 - 111
  040    TILE 0x011A; PAL: F;     ; Colors: 1 - 111
  041    TILE 0x011A; PAL: F;     ; Colors: 1 - 111
  042    TILE 0x01F0; PAL: A;     ; Colors: 7 - 000,560,670,780,CC0,DE0,EF0
  043    TILE 0x01F1; PAL: A;     ; Colors: 6 - 000,560,670,780,CC0,DE0
  044    TILE 0x01A8; PAL: A;     ; Colors: 6 - 000,560,670,CC0,DE0,EF0
  045    TILE 0x011A; PAL: F;     ; Colors: 1 - 111
  046    TILE 0x011A; PAL: F;     ; Colors: 1 - 111
  047    TILE 0x01F0; PAL: A;     ; Colors: 7 - 000,560,670,780,CC0,DE0,EF0
  048    TILE 0x011A; PAL: F;     ; Colors: 1 - 111
  049    TILE 0x011A; PAL: F;     ; Colors: 1 - 111
  050    TILE 0x011A; PAL: F;     ; Colors: 1 - 111
  051    TILE 0x011A; PAL: F;     ; Colors: 1 - 111
  052    TILE 0x011A; PAL: F; (FL); Colors: 1 - 111
  053    TILE 0x011A; PAL: F; (FL); Colors: 1 - 111
  054    TILE 0x011A; PAL: F; (FL); Colors: 1 - 111
  055    TILE 0x011A; PAL: F; (FL); Colors: 1 - 111
  056    TILE 0x011A; PAL: F;     ; Colors: 1 - 111
  057    TILE 0x011A; PAL: F;     ; Colors: 1 - 111
  058    TILE 0x01F8; PAL: A;     ; Colors: 6 - 000,560,670,CC0,DE0,EF0
  059    TILE 0x01F9; PAL: A;     ; Colors: 6 - 000,560,670,780,CC0,DE0
  060    TILE 0x01A0; PAL: A;     ; Colors: 6 - 000,560,670,CC0,DE0,EF0
  061    TILE 0x011A; PAL: F;     ; Colors: 1 - 111
  062    TILE 0x011A; PAL: F;     ; Colors: 1 - 111
  063    TILE 0x01F8; PAL: A;     ; Colors: 6 - 000,560,670,CC0,DE0,EF0
  064    TILE 0x0164; PAL: 9;     ; Colors: 10 - 000,430,540,650,900,985,A96,C70,D90,DD0
  065    TILE 0x0165; PAL: 9;     ; Colors: 11 - 430,540,650,700,763,874,900,985,C70,D90,DD0
  066    TILE 0x0166; PAL: 9;     ; Colors: 10 - 430,540,650,700,763,874,900,C70,D90,DD0
  067    TILE 0x0167; PAL: 9;     ; Colors: 11 - 000,430,540,650,763,874,900,985,C70,D90,DD0
  068    TILE 0x0164; PAL: 9;     ; Colors: 10 - 000,430,540,650,900,985,A96,C70,D90,DD0
  069    TILE 0x0165; PAL: 9;     ; Colors: 11 - 430,540,650,700,763,874,900,985,C70,D90,DD0
  070    TILE 0x0166; PAL: 9;     ; Colors: 10 - 430,540,650,700,763,874,900,C70,D90,DD0
  071    TILE 0x0167; PAL: 9;     ; Colors: 11 - 000,430,540,650,763,874,900,985,C70,D90,DD0
  072    TILE 0x0164; PAL: 9;     ; Colors: 10 - 000,430,540,650,900,985,A96,C70,D90,DD0
  073    TILE 0x0165; PAL: 9;     ; Colors: 11 - 430,540,650,700,763,874,900,985,C70,D90,DD0
  074    TILE 0x0166; PAL: 9;     ; Colors: 10 - 430,540,650,700,763,874,900,C70,D90,DD0
  075    TILE 0x0167; PAL: 9;     ; Colors: 11 - 000,430,540,650,763,874,900,985,C70,D90,DD0
  076    TILE 0x0164; PAL: 9;     ; Colors: 10 - 000,430,540,650,900,985,A96,C70,D90,DD0
  077    TILE 0x0165; PAL: 9;     ; Colors: 11 - 430,540,650,700,763,874,900,985,C70,D90,DD0
  078    TILE 0x0166; PAL: 9;     ; Colors: 10 - 430,540,650,700,763,874,900,C70,D90,DD0
  079    TILE 0x0167; PAL: 9;     ; Colors: 11 - 000,430,540,650,763,874,900,985,C70,D90,DD0
  080    TILE 0x0168; PAL: 9;     ; Colors: 9 - 000,430,540,650,985,A96,BA7,D90,DD0
  081    TILE 0x0169; PAL: 9;     ; Colors: 11 - 430,540,650,763,874,900,BA7,C70,CB8,D90,DD0
  082    TILE 0x016A; PAL: 9;     ; Colors: 10 - 430,540,650,900,985,BA7,C70,CB8,D90,DD0
  083    TILE 0x016B; PAL: 9;     ; Colors: 11 - 000,430,540,650,763,874,900,BA7,C70,D90,DD0
  084    TILE 0x0168; PAL: 9;     ; Colors: 9 - 000,430,540,650,985,A96,BA7,D90,DD0
  085    TILE 0x0169; PAL: 9;     ; Colors: 11 - 430,540,650,763,874,900,BA7,C70,CB8,D90,DD0
  086    TILE 0x016A; PAL: 9;     ; Colors: 10 - 430,540,650,900,985,BA7,C70,CB8,D90,DD0
  087    TILE 0x016B; PAL: 9;     ; Colors: 11 - 000,430,540,650,763,874,900,BA7,C70,D90,DD0
  088    TILE 0x0168; PAL: 9;     ; Colors: 9 - 000,430,540,650,985,A96,BA7,D90,DD0
  089    TILE 0x0169; PAL: 9;     ; Colors: 11 - 430,540,650,763,874,900,BA7,C70,CB8,D90,DD0
  090    TILE 0x016A; PAL: 9;     ; Colors: 10 - 430,540,650,900,985,BA7,C70,CB8,D90,DD0
  091    TILE 0x016B; PAL: 9;     ; Colors: 11 - 000,430,540,650,763,874,900,BA7,C70,D90,DD0
  092    TILE 0x0168; PAL: 9;     ; Colors: 9 - 000,430,540,650,985,A96,BA7,D90,DD0
  093    TILE 0x0169; PAL: 9;     ; Colors: 11 - 430,540,650,763,874,900,BA7,C70,CB8,D90,DD0
  094    TILE 0x016A; PAL: 9;     ; Colors: 10 - 430,540,650,900,985,BA7,C70,CB8,D90,DD0
  095    TILE 0x016B; PAL: 9;     ; Colors: 11 - 000,430,540,650,763,874,900,BA7,C70,D90,DD0
  096    TILE 0x0170; PAL: 9;     ; Colors: 8 - 000,430,540,650,763,874,985,DD0
  097    TILE 0x0171; PAL: 9;     ; Colors: 8 - 430,540,650,900,BA7,C70,D90,DD0
  098    TILE 0x0172; PAL: 9;     ; Colors: 9 - 430,540,650,900,985,A96,C70,D90,DD0
  099    TILE 0x0173; PAL: 9;     ; Colors: 6 - 000,430,540,650,D90,DD0
  100    TILE 0x0170; PAL: 9;     ; Colors: 8 - 000,430,540,650,763,874,985,DD0
  101    TILE 0x0171; PAL: 9;     ; Colors: 8 - 430,540,650,900,BA7,C70,D90,DD0
  102    TILE 0x0172; PAL: 9;     ; Colors: 9 - 430,540,650,900,985,A96,C70,D90,DD0
  103    TILE 0x0173; PAL: 9;     ; Colors: 6 - 000,430,540,650,D90,DD0
  104    TILE 0x0170; PAL: 9;     ; Colors: 8 - 000,430,540,650,763,874,985,DD0
  105    TILE 0x0171; PAL: 9;     ; Colors: 8 - 430,540,650,900,BA7,C70,D90,DD0
  106    TILE 0x0172; PAL: 9;     ; Colors: 9 - 430,540,650,900,985,A96,C70,D90,DD0
  107    TILE 0x0173; PAL: 9;     ; Colors: 6 - 000,430,540,650,D90,DD0
  108    TILE 0x0170; PAL: 9;     ; Colors: 8 - 000,430,540,650,763,874,985,DD0
  109    TILE 0x0171; PAL: 9;     ; Colors: 8 - 430,540,650,900,BA7,C70,D90,DD0
  110    TILE 0x0172; PAL: 9;     ; Colors: 9 - 430,540,650,900,985,A96,C70,D90,DD0
  111    TILE 0x0173; PAL: 9;     ; Colors: 6 - 000,430,540,650,D90,DD0
  112    TILE 0x0160; PAL: 9;     ; Colors: 7 - 000,430,540,650,985,A96,DD0
  113    TILE 0x0161; PAL: 9;     ; Colors: 10 - 430,540,650,763,874,900,985,C70,D90,DD0
  114    TILE 0x0162; PAL: 9;     ; Colors: 9 - 430,540,650,900,985,A96,C70,D90,DD0
